2024-04-13 13:45:18.924 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 13:45:18.926 | INFO     | agentscope.utils.monitor:_create_monitor_table:341 - Init [monitor_metrics] as the monitor table
2024-04-13 13:45:18.926 | INFO     | agentscope.utils.monitor:_create_monitor_table:342 - Init [monitor_metrics_quota_exceeded] as the monitor trigger
2024-04-13 13:45:18.927 | INFO     | agentscope.utils.monitor:__init__:311 - SqliteMonitor initialization completed at [./runs/run_20240413-134516_ev2mnx/agentscope.db]
2024-04-13 13:45:18.932 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:18.933 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.call_counter] to SqliteMonitor with unit [times] and quota [None]
2024-04-13 13:45:18.934 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.prompt_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-13 13:45:18.934 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.completion_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-13 13:45:18.935 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.total_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-13 13:45:18.936 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:18.936 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:18.937 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:18.938 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:18.938 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:18.946 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 13:45:18.946 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 13:45:18.946 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 13:45:18.946 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 13:45:23.235 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 13:45:23.235 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 13:45:23.236 | WARNING  | agentscope.models:read_model_configs:164 - config_name [wanx] already exists.
2024-04-13 13:45:23.236 | WARNING  | agentscope.models:read_model_configs:164 - config_name [gpt-4] already exists.
2024-04-13 13:45:23.235 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 13:45:23.236 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 13:45:23.236 | WARNING  | agentscope.models:read_model_configs:164 - config_name [wanx] already exists.
2024-04-13 13:45:23.236 | WARNING  | agentscope.models:read_model_configs:164 - config_name [gpt-4] already exists.
2024-04-13 13:45:23.236 | WARNING  | agentscope.models:read_model_configs:164 - config_name [wanx] already exists.
2024-04-13 13:45:23.236 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 13:45:23.236 | WARNING  | agentscope.models:read_model_configs:164 - config_name [gpt-4] already exists.
2024-04-13 13:45:23.236 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 13:45:23.245 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.245 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.245 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.248 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.248 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.248 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.249 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.249 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.249 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.250 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.250 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.250 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.251 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.251 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.251 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 13:45:23.252 | WARNING  | agentscope.models:_get_model_wrapper:80 - Model type [openai] will be deprecated in future releases, please use [openai_chat] instead.
2024-04-13 13:45:23.252 | INFO     | agentscope.models.model:__init__:257 - Initialize model [gpt-4]
2024-04-13 13:45:23.252 | WARNING  | agentscope.models:_get_model_wrapper:80 - Model type [openai] will be deprecated in future releases, please use [openai_chat] instead.
2024-04-13 13:45:23.252 | INFO     | agentscope.models.model:__init__:257 - Initialize model [gpt-4]
2024-04-13 13:45:23.252 | WARNING  | agentscope.models:_get_model_wrapper:80 - Model type [openai] will be deprecated in future releases, please use [openai_chat] instead.
2024-04-13 13:45:23.252 | INFO     | agentscope.models.model:__init__:257 - Initialize model [gpt-4]
2024-04-13 13:45:23.301 | WARNING  | agentscope.models.openai_model:__init__:83 - fail to get max_length for gpt-4-turbo-2024-04-09: 'Model [gpt-4-turbo-2024-04-09] not found in OPENAI_MAX_LENGTH. The last updated date is 20231212'
2024-04-13 13:45:23.301 | WARNING  | agentscope.models.openai_model:__init__:83 - fail to get max_length for gpt-4-turbo-2024-04-09: 'Model [gpt-4-turbo-2024-04-09] not found in OPENAI_MAX_LENGTH. The last updated date is 20231212'
2024-04-13 13:45:23.301 | INFO     | agentscope.utils.monitor:register_budget:554 - set budget None to gpt-4-turbo-2024-04-09
2024-04-13 13:45:23.301 | WARNING  | agentscope.models.openai_model:__init__:83 - fail to get max_length for gpt-4-turbo-2024-04-09: 'Model [gpt-4-turbo-2024-04-09] not found in OPENAI_MAX_LENGTH. The last updated date is 20231212'
2024-04-13 13:45:23.301 | INFO     | agentscope.utils.monitor:register_budget:554 - set budget None to gpt-4-turbo-2024-04-09
2024-04-13 13:45:23.301 | INFO     | agentscope.utils.monitor:register_budget:554 - set budget None to gpt-4-turbo-2024-04-09
2024-04-13 13:45:23.302 | WARNING  | agentscope.utils.monitor:register_budget:584 - Calculate budgets for model [gpt-4-turbo-2024-04-09] is not supported
2024-04-13 13:45:23.302 | WARNING  | agentscope.utils.monitor:register_budget:584 - Calculate budgets for model [gpt-4-turbo-2024-04-09] is not supported
2024-04-13 13:45:23.302 | WARNING  | agentscope.utils.monitor:register_budget:584 - Calculate budgets for model [gpt-4-turbo-2024-04-09] is not supported
2024-04-13 13:45:23.303 | INFO     | agentscope.utils.monitor:register:362 - Register metric [gpt-4-turbo-2024-04-09.call_counter] to SqliteMonitor with unit [times] and quota [None]
